,id,name,subject_id
0,CHM217, Principles of Chem Lab I,CHM
0,CHM218, Principles of Chem Lab II,CHM
0,CHM218H, Prin Chem Honor Lab II,CHM
0,CHM305, Research Methods Chem,CHM
0,CHM332, Chemistry Seminar,CHM
0,CHM355, Organic Chemistry I,CHM
0,CHM356, Organic Chemistry II,CHM
0,CHM358, Physical Chemistry: Thermo.,CHM
0,CHM361, Intro Organic Chm Lab,CHM
0,CHM365, Introductory Biochemistry,CHM
0,CHM366, Intro Biochemistry Lab,CHM
0,CHM390H, Honors in Chemistry,CHM
0,CHM401, Research for Undergrad,CHM
0,CHM411, Modern Instrument Methods,CHM
0,CHM432, Chemistry Seminar,CHM
0,CHM467, Intermediate Biochemistry,CHM
0,CHM478, Appl Microscopy in Research,CHM
0,CHM485, Independent Study,CHM
0,CHM491, Capstone Experience,CHM
0,CI101, Math for Elem Teachers I,CI
0,CI201, Math for Elem Teachers II,CI
0,CI248, Intro to Science Elem Ed,CI
0,CI301, Teach Elem/Middle Mathematics,CI
0,CI321, ECE Curr and Methods,CI
0,CI342, Lit & Lang Arts Methods,CI
0,CI345, Crit Read Writ & Think,CI
0,CI348, Phy Sci & Engr for Elem Ed,CI
0,CI360, Social Studies Methods Elem,CI
0,CI402, Teach Mid Child Learners,CI
0,CI405, Student TeachingElem Ed,CI
0,CI407, Residency II  Elementary,CI
0,CI415, Int Meth & Mat: Sec Ed,CI
0,CI442, Instr & Clrm Mgt in Elem Ed,CI
0,CI446, The Process of Reading Part II,CI
0,CI447, Inte Read/Lang Arts: Elem Edu,CI
0,CI448, Science Methods: Elem Edu,CI
0,CI449, Instr & Clarm Mgt Sec Ed,CI
0,CI450, Stu Teach Secondary Ed,CI
0,CI451, Residency II  Secondary,CI
0,CI452, Mce: Supervised Stu Teach,CI
0,CI459, Multicult Influence in Ed,CI
0,CI470, Residency I Clinical,CI
0,CI471, Residency I Clinical,CI
0,CI472, Residency I Clinical,CI
0,CISP320, Survey Exceptional Child,CISP
0,CISP420, Survey Except Child II,CISP
0,CISP421, Child with Exceptionalities,CISP
0,CISP422, Differentiate Instruction,CISP
0,CISP427, Introduction to Autism,CISP
0,CISP428, Special Needs in Erly Child Ed,CISP
0,CISP439, Assessment in Sp Ed,CISP
0,CISP440, Stu Teach Multicategorical,CISP
0,CISP442, Residency II  Multicategoric,CISP
0,CISP445, Intervent Preschool Sp Ed,CISP
0,CISP453, Curr Methods Mild to Moderate,CISP
0,CISP454, Families of Except Students,CISP
0,CISP455, Field Exp Preschool Sp Ed,CISP
0,CIT150, Spreadsheet and Database Apps,CIT
0,CIT260, Instrumentation,CIT
0,CIT263, Web Programming I,CIT
0,CIT313, Web Programming II,CIT
0,CIT333, Software Engineering II,CIT
0,CIT352, Network Protocols and Admin,CIT
0,CIT365, Database Management,CIT
0,CIT416, Advanced Web Programming,CIT
0,CIT441, Game Development II:3D,CIT
0,CIT443, Game Development III: AI,CIT
0,CIT446, 3D Modeling and Animation,CIT
0,CIT470, Internship in CIT,CIT
0,CIT480, SpTp: Emerging Topics in CS,CIT
0,CIT483, SpTp: Game Design for Impact,CIT
0,CIT485, Independent Study,CIT
0,CIT490, Capstone Project in CIT,CIT
0,CJ200, Intro to Criminal Justice,CJ
0,CJ211, Intro to Law Enforcement,CJ
0,CJ221, Intro to Criminal Courts,CJ
0,CJ231, Intro to Corrections,CJ
0,CJ300, Admin of Criminal Justice,CJ
0,CJ302, CJ Research Methods,CJ
0,CJ314, Crime Scene & Investigations,CJ
0,CJ322, Criminal Law,CJ
0,CJ323, Criminal Procedure,CJ
0,CJ325, Juvenile Justice,CJ
0,CJ400, Applied Ethics in CJ,CJ
0,CJ404, Theoretical Criminology,CJ
0,CJ417, CJ Decision Making,CJ
0,CJ418, Crime and Pop Culture,CJ
0,CJ426, Civil Liability Issues CJ,CJ
0,CJ440, CJ Response to Dom Violence,CJ
0,CJ492, Senior Seminar,CJ
0,CL232, Greek & Roman Drama (CT),CL
0,CL319, Classical Mythology,CL
0,CL435, Greek Civilization,CL
0,CL477, RTTP: Greece and Rome,CL
0,CL490," Sen Sem: GoddessesPR: ENG102 Minimum Grade D , or ENG302 Minimum Grade D , or ENG201H Minimum Grade D , or YGS162 Minimum Grade D , or IST201 Minimum Grade D , or CL231 Minimum Grade D , or CL232 Minimum Grade D , or CL233 Minimum Grade D , or CL319 Minimum Grade D , or PHL200 Minimum Grade D , or PHL201 Minimum Grade D , or PHL303 Minimum Grade D , or PHL321 Minimum Grade D , or PHL340 Minimum Grade D , or PHL353 Minimum Grade D , or RST205 Minimum Grade D , or RST206 Minimum Grade D , or RST300 Minimum Grade D , or RST304 Minimum Grade D , or RST320 Minimum Grade D , or RST325 Minimum Grade D , or ENG201 Minimum Grade D",CL
0,CLS105, MedicalLab Terminology (CT),CLS
0,CLS200, Clinical Biochemistry,CLS
0,CLS210, Clinical Immunohematology,CLS
0,CLS220, Clinical Microbiology,CLS
0,CLS255, Clinical Lab Problems,CLS
0,CLS285, Independent Study,CLS
0,CLS310, Clin Immun & Mol Diag,CLS
0,CLS464, Lab Instrumen Inform Sys,CLS
0,CLS466, Diagnostic Physiology,CLS
0,CLS468, Clinical Lab Research,CLS
0,CLS472, Adv CLS Clinical Practicum I,CLS
0,CLS473, Adv CLS Clinical Practicum II,CLS
0,CLS485, Independent Study,CLS
0,CMM103, Fund SpeechCommunication,CMM
0,CMM104H, Honors in Speech Comm,CMM
0,CMM207, Business Communication,CMM
0,CMM213, Communication in Relationships,CMM
0,CMM239, Communication and Film,CMM
0,CMM271, Intercollegiate Debate,CMM
0,CMM302, Professional Presentations,CMM
0,CMM308, Persuasive Communication,CMM
0,CMM315, Communication in Groups,CMM
0,CMM316, Legal Communication,CMM
0,CMM319, Leadership Dynamics,CMM
0,CMM322, Intercultural Communication,CMM
0,CMM371, Intercollegiate Debate,CMM
0,CMM374, Health Communication,CMM
0,CMM478, Communication Capstone,CMM
0,CMM480, SpTp: Effective Workplace Comm,CMM
0,CMM485, Independent Study,CMM
0,CMM490, Internship,CMM
0,CS105, Expl World with Computing (CT),CS
0,CS110, Computer Science I,CS
0,CS120, Computer Science II,CS
0,CS210, Data Structures and Algorithms,CS
0,CS215, Adv Data Struct and Algorithms,CS
0,CS300, Programming Languages,CS
0,CS310, Software Engineering II,CS
0,CS402, Computer Architecture,CS
0,CS410, Database Engineering,CS
0,CS430, Cyber Security,CS
0,CS435, Cyber Risk,CS
0,CS475, Internship,CS
0,CS480, SpTp: Emerging Topics in CS,CS
0,CS481, SpTp: Deep Learning In Med Img,CS
0,CS482, SpTp: Zero Trust Architecture,CS
0,CS483, SpTp: Game Design for Impact,CS
0,CS490, Senior Project,CS
0,CYBR330, Cyber Security,CYBR
0,CYBR435, Cyber Risk,CYBR
0,CYBR475, Internship,CYBR
0,CYBR490, Senior Project,CYBR
0,DAN101, Introduction to Dance,DAN
0,DAN270, Practicum,DAN
0,DAN280, SpTp: Spongebob the Musical,DAN
0,DAN320, Modern Dance Technique,DAN
0,DH201, Intro to Digital Humanities,DH
0,DTS202, Introductory Foods,DTS
0,DTS210, Nutrition,DTS
0,DTS302, FS Safety & Sys Mgt II,DTS
0,DTS310, Life Span Nutrition,DTS
0,DTS403, Advanced Nutrition,DTS
0,DTS410, Cross Cultural Foods,DTS
0,DTS470, Medical Nutrition Therapy II,DTS
0,DTS480, SpTp: Knowledge/Skills for RDN,DTS
0,ECE102, Early Childhood Programs (CT),ECE
0,ECE204, Parenting,ECE
0,ECE215, Family Relationships,ECE
0,ECE303, Child Development,ECE
0,ECE420, Infant/Toddler Environs & Rela,ECE
0,ECE430, Preschool Curr and Methods,ECE
0,ECE431, Guid Young Child Pract,ECE
0,ECE435, Admin Early Child Program,ECE
0,ECE472, Early Childhood Capstone,ECE
0,ECN200, Survey of Economics,ECN
0,ECN250, Principles Microeconomics,ECN
0,ECN253, Principles Macroeconomics,ECN
0,ECN301, Quantitative Methods ECN/FIN,ECN
0,ECN310, Money and Banking,ECN
0,ECN326, Int Macroeconomic Analys,ECN
0,ECN408, Comparative Econ Systems,ECN
0,ECN420, International Trade,ECN
0,ECN456, Labor Economics,ECN
0,ECN466, Economics Workshop,ECN
0,ECN485, Independent Study,ECN
0,ECN490, Internship,ECN
0,EDF200, PreResidency Clinical,EDF
0,EDF201, Ed Psych Developing Learner,EDF
0,EDF435, Classroom Assessment,EDF
0,EDF475, Schools in a Diverse Society,EDF
0,EE202, Circuits II,EE
0,EE204, Intro to Digital Systems,EE
0,EE211, Intro to Computer Engineering,EE
0,EE330, Random Signals and Systems,EE
0,EE360, Control Systems,EE
0,EE370, Electric Machinery,EE
0,EE375, Communcation Systems I,EE
0,EE380, Microprocessor Design,EE
0,EE420, Capstone Design,EE
0,EE481, SpTp: Arc Flash Analysis,EE
0,ENG101, Beginning Composition,ENG
0,ENG101P, Beginning Composition Plus,ENG
0,ENG200, Texting the World (CT),ENG
0,ENG200H, Texting the World (CT),ENG
0,ENG201, Advanced Composition,ENG
0,ENG203, Appalachian Literature,ENG
0,ENG204, Writing for the Workplace,ENG
0,ENG205, Popular Literature (CT),ENG
0,ENG209, Literature of Fantasy,ENG
0,ENG211, Science Fiction,ENG
0,ENG214, Intro to Comics,ENG
0,ENG215, Good Novels,ENG
0,ENG221, Postcolonial Literature,ENG
0,ENG231, Good Stories,ENG
0,ENG232, Good Films,ENG
0,ENG235, Crime and Sensation Literature,ENG
0,ENG240, African American Literatures,ENG
0,ENG241, Multicultural Literatures,ENG
0,ENG242, Women Writers,ENG
0,ENG263, Intro Digital Literary Studies,ENG
0,ENG314, Intro to Professional Writing,ENG
0,ENG344, Introduction to Film Studies,ENG
0,ENG350, Intro to Textual Analysis,ENG
0,ENG354, Scientific & Tech Writing,ENG
0,ENG355, Intro to Critical Theory,ENG
0,ENG360, Intro Creative Writing,ENG
0,ENG377, Creative Writing Poetry,ENG
0,ENG378, Creative Writing Fiction,ENG
0,ENG379, Creative Writing: Nonfiction,ENG
0,ENG407," Writing, Editing & Doc Design",ENG
0,ENG410, Shaks Comedy Tragedy & Rom,ENG
0,ENG414, 19th C British Novel,ENG
0,ENG418, Addiction Literature,ENG
0,ENG419, Approaches Teach Lit,ENG
0,ENG424, American Literature after 1914,ENG
0,ENG427, Studies in Authors or Genre,ENG
0,ENG430, Young Adult Literature,ENG
0,ENG432, Contemporary Literature,ENG
0,ENG439, Professional Writing Theory,ENG
0,ENG440, Selected Topics in Film,ENG
0,ENG445, Screenwriting,ENG
0,ENG467, Visual Rhetoric,ENG
0,ENG470, Form/Theory: Creative Writing,ENG
0,ENG476, Structures of English Language,ENG
0,ENG478, Intro to Sociolinguistics,ENG
0,ENG479, MultiGenre Creat Writ Wkshp,ENG
0,ENG480, SpTp: Multigenre CW WorkshopPR: ENG350,ENG
0,ENG480, SpTp: Short Story,ENG
0,ENG481, SpTp: Bible as Literature,ENG
0,ENG482, SpTp: Lit of Health & Healing,ENG
0,ENG485, Independent Study,ENG
0,ENG490, Internship,ENG
0,ENG499, Senior Capstone,ENG
0,ENGR102, Introduction to CAD,ENGR
0,ENGR111, Engineering Computations,ENGR
0,ENGR214, Dynamics,ENGR
0,ENGR216, Mech of Deformable Bodies,ENGR
0,ENGR217, Engineering Career Preparation,ENGR
0,ENGR219, Engineering Thermodynamics,ENGR
0,ENGR222, Engr Cost Analysis & Economy,ENGR
0,ENGR330, Engineering Research,ENGR
0,ENGR473, Capstone Senior Design,ENGR
0,ENT200H, Smith StartUp Incubator Honors,ENT
0,ENT220, Creativity & Innovation,ENT
0,ENT250, Intro to Entrepreneurship,ENT
0,ENT320, Marketing for Entrepreneurs,ENT
0,ENT380, Social Entrepreneurship,ENT
0,ENT467, Strategic Entrepreneurship,ENT
0,ESS220, Fitness and Wellness,ESS
0,ESS345, Exercise Physiology,ESS
0,ESS375, Fitness Assess & Exerc Prescr,ESS
0,ESS386, Adult Fitness,ESS
0,ESS442, Princ of Strength & Cond,ESS
0,ESS443, Prin of Strength Cond Lab,ESS
0,ESS478, Exercise Metabolism,ESS
0,ESS480, SpTp: Drug & Sport,ESS
0,ESS491, Internship Exercise Science,ESS
0,FIN321, Risk Insurance Principles,FIN
0,FIN323, Principles of Finance,FIN
0,FIN343, Intermediate Financial Manage,FIN
0,FIN370, Principles of Investment,FIN
0,FIN425, Portfolio Analysis and Manage,FIN
0,FIN431, Futures and Options,FIN
0,FIN440, International Fin Management,FIN
0,FIN470, Financial Policies/Strategies,FIN
0,FIN475, Intl Business Strategies,FIN
0,FIN485, Independent Study,FIN
0,FIN490, Internship,FIN
0,FRN101, Elementary French I,FRN
0,FRN102, Elementary French II,FRN
0,FRN203, Intermediate French III,FRN
0,FRN204, Intermediate French IV,FRN
0,FRN240, French Society & Life,FRN
0,FRN403, 19th Century French Novel,FRN
0,FRN417, Contemporary Frn Film,FRN
0,FRN486, Independent Study,FRN
0,FSC224, Intro to Forensic Science,FSC
0,FYS100, First Yr Sem Critical Thinking,FYS
0,FYS100H, First Year SeminarHonors,FYS
0,GEO100, Intro to Human Geography (CT),GEO
0,GEO101, Physical Geography (CT),GEO
0,GEO113, Web GIS,GEO
0,GEO222, Global Environment Issues (CT),GEO
0,GEO230, Intro to Meteorology (CT),GEO
0,GEO300, Methods in Geography,GEO
0,GEO317, World Regional Geography,GEO
0,GEO355, Aviation Weather,GEO
0,GEO405, Political Geography,GEO
0,GEO406, Population Geography,GEO
0,GEO410, Urban Geography,GEO
0,GEO427, Programming GIS,GEO
0,GEO431, Remote Sensing & Photogram,GEO
0,GEO450, Extreme Weather,GEO
0,GEO485, Independent Study,GEO
0,GEO490, Internship,GEO
0,GEO499, Senior Capstone II,GEO
0,GER102, Elementary German II,GER
0,GER204, Intermediate German II,GER
0,GER240, German Society & Life,GER
0,GER425, Grimm's Fairy Tales,GER
0,GLY100, Earth's Fury and Fortune,GLY
0,GLY150, Intro Oceanography,GLY
0,GLY150L, Intro Oceanography Lab,GLY
0,GLY200, The Dynamic Earth,GLY
0,GLY201, The Earth Through Time,GLY
0,GLY210L, Earth Materials Lab,GLY
0,GLY211L, Earth Through Time Lab,GLY
0,GLY420, Principles of Geochemistry,GLY
0,GLY427, Fossil Fuels,GLY
0,GLY455, Hydrogeology,GLY
0,GLY455L, Hydrogeology Laboratory,GLY
0,GLY485, Independent Study,GLY
0,GLY491, Capstone Experience,GLY
0,GRK302, Anc Intermed Greek,GRK
0,HON200, Second Year Seminar,HON
0,HON291, Yeager Seminar II,HON
0,HON293, Yeager Seminar IV,HON
0,HON300, Honors Peer Mentors & Leaders,HON
0,HON480, SpTp: Visual LiteracyPR: Admitted Honors College 1,HON
0,HON480, SpTp: Mything PersonsPR: Admitted Honors College 1,HON
0,HON480, SpTp: The Scientific AttitudePR: Admitted Honors College 1,HON
0,HON480, SpTp: Reading Joan DidionPR: Admitted Honors College 1,HON
0,HON480, SpTp: Law in Pop CulturePR: Admitted Honors College 1,HON
0,HON484, Honors College Newsletter,HON
0,HON485, Independent Study,HON
0,HON488, Student Assoc Steering Comm,HON
0,HON489, Honors Internship,HON
0,HON490, TedxMarshallU Honors Interns,HON
0,HP110, Intro to the Health Profession,HP
0,HP210, Health Sciences Seminar,HP
0,HP240, Intro to Human Diseases in HS,HP
0,HP320, Intro to Res in Health Prof,HP
0,HP420, Allied Health Sciences Admin,HP
0,HP480, SpTp: Health Disparities,HP
0,HP480, SpTp: Women's Health,HP
0,HP490, Capstone,HP
0,HS200, Comp Medical Terminology (CT),HS
0,HS201, Intro Appl Anat & Physiol,HS
0,HS212, Practical & Emerging Tech AT,HS
0,HS215, Intro to Athletic Training,HS
0,HS220, Personal Health,HS
0,HS221, Personal Health II,HS
0,HS222, Hlth Prov First Aid/CPR/AED,HS
0,HS230, Orthopedic Skills,HS
0,HS265, Fund Video Analysis Mvmt (CT),HS
0,HS365, Functional Kinesiology,HS
0,HS369, Motor Learning,HS
0,HS405, Sport Psychology,HS
0,HS410, Organ Admin in Kines,HS
0,HS464, Pathomechanics,HS
0,HS476, Seminar in Sports Science,HS
0,HS478, Research Practicum Biomechanic,HS
0,HS481, SpTp:Undstding Health Literacy,HS
0,HS482, SpTp:Stress Mgmt & Self Aware,HS
0,HS495, Trends in Biomechanics II,HS
0,HST100, History Methods Lab,HST
0,HST101, Great Civs to 1300 (CT),HST
0,HST102, World & West 13001850 (CT),HST
0,HST103, The World Since 1850 (CT),HST
0,HST223, Rise & Fall Nazi Germany,HST
0,HST230, American History to 1877 (CT),HST
0,HST231, American Hist From 1877 (CT),HST
0,HST300, History Research Option,HST
0,HST303, American Military History,HST
0,HST305, Drug Wars,HST
0,HST306, The Holocaust,HST
0,HST314, LGBTQ+ History of the US,HST
0,HST366, Conspiracies in US History,HST
0,HST392, Food and the City Since 1800,HST
0,HST400, Senior Seminar,HST
0,HST414, Am Civil War & Reconstruc,HST
0,HST428, Intel & Cult Hist Mod Eur,HST
0,HST430, Soviet Russia and Beyond,HST
0,HST440, West Virginia History,HST
0,HST462, The Viking World,HST
0,HST480, SpTp: Victorian Britain,HST
0,HST485, Independent Study,HST
0,IE404, Quality Control,IE
0,ITL280, SpTp:Intro to Digital Literacy,ITL
0,ITL350, Adv Digital Literacy Skills,ITL
0,ITL365, Instructional Technology Apps,ITL
0,ITL400, Intro to New Literacies,ITL
0,ITL406, Digital Citizenship,ITL
0,ITL480, SpTp:Intro Portfolio Developmt,ITL
0,ITL481, SpTp: Information Security,ITL
0,ITL483, SpTp:Ethics & Info Digital Age,ITL
0,JMC100, Fund Jrn Writing & Edit,JMC
0,JMC101, Media Literacy,JMC
0,JMC102, Media Toolbox,JMC
0,JMC231, Intro to Audio Production,JMC
0,JMC241, Media Design,JMC
0,JMC260, Digital Imaging for JMC,JMC
0,JMC265, Introduction to Podcasting,JMC
0,JMC273, Practice in Radio,JMC
0,JMC300, Reporting and News Writing,JMC
0,JMC301, Beat Reporting,JMC
0,JMC330, ADPR Principles and Ethics,JMC
0,JMC332, Intro to Video Production,JMC
0,JMC340, Basic Broadcast News,JMC
0,JMC345, Mass Comm Law and Ethics,JMC
0,JMC361, Digital Presence,JMC
0,JMC373, Practice in Radio or TV,JMC
0,JMC380, ADPR and Continuity Writing,JMC
0,JMC383, Content Creation,JMC
0,JMC414, Reporting Public Affairs,JMC
0,JMC438, Public Relations Case Studies,JMC
0,JMC439, ADPR Campaign Management,JMC
0,JMC451, Television Reporting,JMC
0,JMC452, Advanced TV Reporting,JMC
0,JMC455, Race Gender & Mass Media,JMC
0,JMC465, Multimedia Reporting,JMC
0,JMC475, Documentary Journalism,JMC
0,JMC481, SpTp: Experimenting w/ AI JRN,JMC
0,JMC481, SpTp: eSports Broadcasting,JMC
0,JMC481, SpTp: Collective 37,JMC
0,JMC486, Independent Study,JMC
0,JMC490, Jrn & Mass Comm Internship I,JMC
0,JMC491, Jrn & Mass Comm Intern II,JMC
0,JPN102, Elementary Japanese II,JPN
0,JPN204, Intermediate Japanese IV,JPN
0,JPN240, Japanese Culture (CT),JPN
0,JPN315, Advanced Japanese II,JPN
0,JPN325, Business Japanese,JPN
0,JPN402, Readings in Adv Japanese II,JPN
0,JPN490, Japanese Capstone,JPN
0,LAT101, First Year Latin,LAT
0,LAT102, First Year Latin,LAT
0,LAT204, Intermediate Latin,LAT
0,LAT411, Latin Prose Comp: Survey,LAT
0,LAT485, Independent Study,LAT
0,LAT499, Classical Language Capstone,LAT
0,LE207, Legal Environ of Business,LE
0,LE351, Legal Aspts Hlth Care Org,LE
0,LE366, Entrep Law & Ethics,LE
0,ME111, Mech Engineering Computations,ME
